e_startdate,a_id,firstname,lastname,number_of_paintings
1902,276,Edvard,Munch,29
1903,276,Edvard,Munch,57
1904,276,Edvard,Munch,42
1904,595,Heinrich,Zille,31
1904,7857,Louis,Vallet,13
1904,1299,Hans,Lichtenberger,12
1904,5304,,Grass Mick,12
1904,432,Jacob,Alberts,11
1904,3162,Ricardo,Florès,11
1904,7851,Fernand Louis,Gottlob,10
1904,2552,Charles-Lucien,Léandre,9
1904,267,Oskar,Moll,8
1904,7854,Ernest T.,Rosen,8
1904,7856,Auguste Jean Baptiste,Roubille,8
1904,7853,Marcel,Noblot,7
1904,5290,Demetrius,Galanis,5
1904,317,Pierre-Auguste,Renoir,1
1905,401,Vincent van,Gogh,513
1905,642,Albert,Besnard,400
1905,421,James McNeill,Whistler,194
1905,5416,Alfred William,Rich,152
1905,3179,Gaston,Prunier,144
1905,276,Edvard,Munch,119
1905,3206,T. Frantisek,Simon,113
1905,201,František,Kupka,109
1905,2604,Ferenc,Olgyay,100
1905,2424,Ivar,Arosenius,92
1905,1277,Adolf,Fényes,91
1905,1335,Pál,Szinyei Merse,91
1905,225,Max,Liebermann,70
1905,1931,Jean-Auguste-Dominique,Ingres,67
1905,300,Francis,Picabia,63
1905,400,Kees van,Dongen,54
1905,487,Walter,Leistikow,46
1905,600,Józef,Mehoffer,46
1905,6079,Rudolf,Konopa,44
1905,6140,Pompeo,Mariani,42
1905,268,Claude,Monet,41
1905,355,René,Seyssaud,40
1905,27,Alexandre,Benois,33
1905,236,Edouard,Manet,31
1905,2045,Nicolas Alexandrovitch,Tarkhoff,31
1905,8864,Georges,Le Meilleur,30
1905,301,Pablo,Picasso,29
1905,2460,Antonin,Hudecek,29
1905,3730,William,Nicholson,27
1905,387,Albert,Trachsel,26
1905,394,Félix,Vallotton,26
1905,1396,Jozef,Israëls,26
1905,4048,Moritz,Weinholdt,26
1905,19,Paul,Baum,24
1905,369,Konstantin,Somov,24
1905,248,Henri,Matisse,23
1905,1704,Eugène,Boudin,23
1905,1890,Konstantin,Kuznetsov,23
1905,12528,Eugène,Mahaux,23
1905,38,Viktor,Borisov-Musatov,22
1905,2601,Jan,Toorop,22
1905,470,Curt,Herrmann,21
1905,499,Ernst,Oppler,21
1905,546,Frans van,Damme,21
1905,559,Fernand,Lantoine,21
1905,3053,Paul,Deltombe,21
1905,4450,Robert,Nadler,21
1905,90,Mstislav,Dobuzhinsky,20
1905,97,Raoul,Dufy,20
1905,215,Henri Victor Gabriel,Le Fauconnier,20
1905,1021,Giuseppe,Casciaro,20
1905,1406,Jan,Veth,20
1905,3162,Ricardo,Florès,20
1905,3663,Hugo,Boettinger,20
1905,128,Othon,Friesz,19
1905,237,Henri Charles,Manguin,19
1905,1710,George,Morren,19
1905,2507,Adolphe Marie,Beaufrère,19
1905,4502,Robert,Wellmann,19
1905,478,Konrad von,Kardorff,18
1905,2017,Sergey Vasil'yevich,Malyutin,18
1905,3158,Bernard,Boutet de Monvel,18
1905,8773,Dušan,Jurkovič,18
1905,5,Vassily,Kandinsky,17
1905,51,Charles,Camoin,17
1905,245,Albert,Marquet,17
1905,304,Jan,Preisler,17
1905,1279,Béla,Iványi-Grünwald,17
1905,1780,Jean-François,Raffaëlli,17
1905,2396,Georgette,Agutte,17
1905,2894,Francis,Jourdain,17
1905,467,Hans von,Hayek,16
1905,585,Karl,Walser,16
1905,638,,Beuroner Kunstschule,16
1905,756,Leopold,Stolba,16
1905,1825,Bernard,Naudin,16
1905,1901,Fedor Ivanovich,Rerberg,16
1905,1823,Carl,Larsson,15
1905,2492,Léon-Charles,Bauche,15
1905,7582,Eveli,Torent Marsans,15
1905,8313,Auguste,Gérardin,15
1905,14,Léon,Bakst,14
1905,84,André,Derain,14
1905,187,Gustav,Klimt,14
1905,410,Ludwig von,Hofmann,14
1905,588,Heinrich von,Zügel,14
1905,1188,Samuel,Halpert,14
1905,4432,Hugó,Poll,14
1905,164,Ferdinand,Hodler,13
1905,219,Georges,Lemmen,13
1905,309,Leo,Putz,13
1905,554,Marcel,Jefferys,13
1905,657,Wilhelm,Köppen,13
1905,659,Leo,Samberger,13
1905,687,George,Clausen,13
1905,1348,Lajos,Zombory,13
1905,1509,Georges Léon,Dufrenoy,13
1905,1793,Igor,Grabar,13
1905,1798,Georges Leon Ernest,Buysse,13
1905,1992,Ivan,Bilibin,13
1905,2263,Leonid,Pasternak,13
1905,2474,Paul Louis,Baignières,13
1905,2489,Georges,Bärwolf,13
1905,6213,Viggo Christian Frederik Vilhelm,Pedersen,13
1905,6562,Darío de,Regoyos,13
1905,175,Augustus,John,12
1905,408,Jacques,Villon,12
1905,416,Edouard,Vuillard,12
1905,718,Carl Theodor,Meyer-Basel,12
1905,1046,Cesare,Laurenti,12
1905,1508,Karl,Fahringer,12
1905,1727,,Hermann-Paul,12
1905,1777,Viggo,Johansen,12
1905,1792,Rodolphe,Fornerod,12
1905,1805,Jenny,Montigny,12
1905,1917,Aleksej Alekseevič,Jasinskij,12
1905,2469,Gustave,Bamberger,12
1905,3212,Bedřich,Wachsmann,12
1905,5390,Francis,Dodd,12
1905,8772,Bohumil,Hübschmann,12
1905,12523,Jules-Marie,Canneel,12
1905,58,Paul,Cézanne,11
1905,165,Adolf,Hölzel,11
1905,317,Pierre-Auguste,Renoir,11
1905,501,Richard,Pietzsch,11
1905,518,George,Mosson,11
1905,1720,Albert de,Belleroche,11
1905,2267,Thérèse,Schwartze,11
1905,2333,Walter Sigmund,Hampel,11
1905,2354,Hugo,Baar,11
1905,2375,Jan,Honsa,11
1905,2882,Lajos,Szlányi,11
1905,2906,Tony,Minartz,11
1905,3170,Marguerite-Anne-Rose,Delorme,11
1905,3172,Charles,Jouas,11
1905,3858,A.,Robinson,11
1905,4526,Ödön,Pajtás,11
1905,5397,Moffat Peter,Lindner,11
1905,12524,Eugène-Théodore-Emile,Canneel,11
1905,88,Maurice de,Vlaminck,10
1905,129,Roger,Fry,10
1905,203,Pavel,Kuznetsov,10
1905,316,Odilon,Redon,10
1905,412,Franz von,Stuck,10
1905,477,Leopold,Kalckreuth,10
1905,527,René,De Man,10
1905,594,Ernst,Stern,10
1905,1290,Max,Feldbauer,10
1905,1355,Alois,Hänisch,10
1905,1386,Alcide-Marie,Le Beau,10
1905,1711,Maxime,Maufra,10
1905,1732,Etienne,Moreau-Nelaton,10
1905,1881,Eugène,Zak,10
1905,2013,Agnes,Lindemann,10
1905,2272,Susanne,Robertson,10
1905,2385,Pauline,Adour,10
1905,2394,Charles-Jean,Agard,10
1905,2408,Eugène,Alluaud,10
1905,2417,Hermen,Anglada-Camarasa,10
1905,2450,Benoni-Auran,Benoît,10
1905,2819,Jens Ferdinand,Willumsen,10
1905,3736,William,Rothenstein,10
1905,4903,Fritz,Syberg,10
1905,4907,Julius,Paulsen,10
1905,5271,Robert,Dupont,10
1905,6264,Johan,Rohde,10
1905,6453,Alexander,Robinson,10
1905,7568,Raoul,Carré,10
1905,7571,Aristide,Delannoy,10
1905,7579,Georges Leopold,Mita,10
1905,313,Paul Elie,Ranson,9
1905,480,Philipp,Klein,9
1905,517,Ulrich,Hübner,9
1905,558,Henri Louis Philippe,Le Roux,9
1905,647,Hans,Tichy,9
1905,702,Hermann,Groeber,9
1905,1041,Giuseppe,Zanetti-Miti,9
1905,1318,Izsák,Perlmutter,9
1905,1800,Rodolphe de,Saegher,9
1905,1915,Mikhail,Shesterkin,9
1905,1941,Oscar,Petyt,9
1905,1966,Ossip Emmanujilowitsch,Brass,9
1905,2397,Adolphe,Albert,9
1905,2449,Louis-Marie-Augustin,Auglay,9
1905,3159,Jacques,Brissaud,9
1905,3161,Pierre Marie Alfred,Chapuis,9
1905,3163,Gabriel,Rousseau,9
1905,3196,Miloš,Jiránek,9
1905,3747,Laurits Regner,Tuxen,9
1905,4449,Ignac,Ujvary,9
1905,4487,Endre,Frecskay,9
1905,4500,Géza,Faragó,9
1905,5009,Stanisław,Wyspiański,9
1905,5409,William,Orpen,9
1905,5418,George,Thomson,9
1905,5483,Dugald Sutherland,MacColl,9
1905,5582,James Wilson,Morrice,9
1905,6561,Roderic,O'Conor,9
1905,6630,Alois De,Laet,9
1905,7097,Rene,Bosiers,9
1905,7647,Tancrede,Synave,9
1905,7801,Henri,Pailler,9
1905,246,Alberto,Martini,8
1905,360,Walter Richard,Sickert,8
1905,386,Henri de,Toulouse-Lautrec,8
1905,413,Fritz von,Uhde,8
1905,415,Mikhail,Vrubel',8
1905,429,Anders,Zorn,8
1905,490,Adolfo,Levier,8
1905,536,Jules,Dubois,8
1905,541,Henri,Roidot,8
1905,555,William,Jelley,8
1905,581,Wilhelm,Trübner,8
1905,583,Kurt,Tuch,8
1905,680,Carl,Ederer,8
1905,861,W. Franz,Jäger,8
1905,1149,Plinio,Nomellini,8
1905,1223,Emile,Claus,8
1905,1303,Walter,Püttner,8
1905,1360,Adelbert,Niemeyer,8
1905,1611,Celestin Mato,Medović,8
1905,1723,Paul de,Castro,8
1905,1747,Anna De,Weert,8
1905,1788,Andre,Barbier,8
1905,1835,Olga,Boznańska,8
1905,2005,Konstantin,Yuon,8
1905,2120,Bernard,Gussow,8
1905,2257,Elza,Backlund,8
1905,2350,Augustin,Roth,8
1905,2405,André Marie Paul Jacques,Allard,8
1905,2411,Marcel,André,8
1905,2414,André-Marc,Antigna,8
1905,2422,Eugène d',Argence,8
1905,2432,Angèle,Delasalle,8
1905,2462,Otakar,Nejedlý,8
1905,2466,Viktor,Stretti,8
1905,2473,Dora,Baehr,8
1905,2476,Jean,Baltus,8
1905,2479,Emmanuel,Barcet,8
1905,2485,Marcel Julian,Baron,8
1905,2486,Salvador,Bartolozzi,8
1905,2495,Marie,Baudet,8
1905,2501,Pelle,Swedlund,8
1905,2508,Louis-Alexandre,Baudon,8
1905,2720,Michael Zeno,Diemer,8
1905,3160,Georges Émile,Carette,8
1905,3169,Emile,Yerme,8
1905,3195,Bohuslav,Dvořák,8
1905,3359,Jean-D.,Benderly,8
1905,3361,Charles,Berlioz,8
1905,3362,Bernard,Klene,8
1905,4268,Willy,Sluiter,8
1905,5395,James Levin,Henry,8
1905,6556,Guillaume,Vogels,8
1905,12527,Hubert,Glansdorff,8
1905,37,Pierre,Bonnard,7
1905,39,Emile-Antoine,Bourdelle,7
1905,56,Eugène,Carrière,7
1905,106,Henri,Evenepoel,7
1905,188,Max,Klinger,7
1905,476,Theodor,Hummel,7
1905,486,Christian Adam,Landenberger,7
1905,498,Rudolf,Nissl,7
1905,510,Georg,Sauter,7
1905,534,Joseph,De Meyer,7
1905,547,Hubert van den,Bossche,7
1905,550,Léon de,Smet,7
1905,652,Hugo,Huber,7
1905,684,Jacques-Emile,Blanche,7
1905,688,Charles,Cottet,7
1905,711,Richard,Kaiser,7
1905,715,John,Lavery,7
1905,716,Wilhelm Ludwig,Lehmann,7
1905,727,Carl Hans,Schrader-Velgen,7
1905,728,Rudolf,Schramm-Zittau,7
1905,736,Viktor,Thomas,7
1905,763,Anton,Nowak,7
1905,1282,Gyula,Kosztolányi-Kann,7
1905,1356,Hubert von,Heyden,7
1905,1733,Henri,Morisset,7
1905,1734,René François Xavier,Prinet,7
1905,1738,Anna,Boch,7
1905,1802,Alfred,Hazledine,7
1905,1803,Adriaan Joseph,Heymans,7
1905,2023,Vladimir Vasilevič,Perepletčikov,7
1905,2261,Stanislav Julianovič,Žukovskij,7
1905,2317,Ferdinand,Michl,7
1905,2367,Leon,Wyczółkowski,7
1905,2384,Gabrielle,Achenbach,7
1905,2413,Alexandre,Anitchkof,7
1905,2441,Auguste,Lepère,7
1905,2478,Gottfrid Samuel Nickolaus,Kallsteniüs,7
1905,2487,Anshelm Leonard,Schulzberg,7
1905,2496,Félix,Baudin,7
1905,2884,Henri Joseph,Thomas,7
1905,2905,Georges,Bouche,7
1905,2908,Jean,Peské,7
1905,3168,Ludovic,Vallée,7
1905,3300,Karel,Myslbek,7
1905,3357,Louise,Bellanger,7
1905,3429,Rudolf,Bém,7
1905,3857,Vasilij Dmitrievič,Polenov,7
1905,4053,Alois,Balmer,7
1905,4413,Eugène,Delestre,7
1905,4444,Jeno,Jendrassik,7
1905,4656,Wilhelm,Smith,7
1905,5018,Dudley,Hardy,7
1905,5264,Émile Alfred,Dezaunay,7
1905,5383,Gerard,Chowne,7
1905,5385,Albert Daniel,Rutherston,7
1905,5392,Walter Westley,Russell,7
1905,5417,Hercules Brabazon,Brabazon,7
1905,5484,Francis Edward,James,7
1905,5615,David,Muirhead,7
1905,6085,Hendrik Maarten,Krabbé,7
1905,6315,Niels,Skovgaard,7
1905,6467,Peter,Birkenholz,7
1905,7221,Albert Wilhelm,Lefebre,7
1905,150,Charles-François-Prosper,Guérin,6
1905,173,Alexei,Jawlensky,6
1905,208,Pierre,Laprade,6
1905,267,Oskar,Moll,6
1905,293,Jules,Pascin,6
1905,331,Ker-Xavier,Roussel,6
1905,441,Hans,Borchardt,6
1905,450,Fritz,Erler,6
1905,461,Hugo von,Habermann,6
1905,463,Karl,Haider,6
1905,496,Carl,Moll,6
1905,522,Pierre,Abattuci,6
1905,530,Theo,Blickx,6
1905,532,Edgar,Bytebier,6
1905,540,Adolphe,Keller,6
1905,543,H.,Schaepherders,6
1905,580,Charles,Tooby,6
1905,603,Rudolf,Jettmar,6
1905,605,Josef,Engelhart,6
1905,660,Matthäus,Schiestl,6
1905,689,Paul Eduard,Crodel,6
1905,741,Richard,Winternitz,6
1905,931,Rudolf,Sieck,6
1905,1043,Pietro,Fragiacomo,6
1905,1100,Ferruccio,Scattola,6
1905,1115,Clemente,Pugliese-Levi,6
1905,1299,Hans,Lichtenberger,6
1905,1452,Friedrich,Kallmorgen,6
1905,1598,Curt,Ullrich,6
1905,1722,Henry,Caro-Delvaille,6
1905,1873,Vasily Ivanovich,Komarov,6
1905,1923,Alfred,Sisley,6
1905,1945,Philip Wilson,Steer,6
1905,2024,Pyotr,Petrovichev,6
1905,2037,Valentin,Serov,6
1905,2121,Childe,Hassam,6
1905,2223,Bessie,MacNicol,6
1905,2260,Nikolai Aleksandrovič,Klodt,6
1905,2322,Lisbeth,Delvolvé-Carrière,6
1905,2331,Ludwig Ferdinand,Graf,6
1905,2370,Jan,Stanisławski,6
1905,2386,Leonard,Turzhansky,6
1905,2406,Noémie,Allard-Frère,6
1905,2498,Erik,Hedberg,6
1905,2792,Ludwig,Willroider,6
1905,2907,Armand,Guillaumin,6
1905,2914,Fülöp,László,6
1905,3167,Valery,Müller,6
1905,3173,,Jungbluth,6
1905,3355,José,Bebin,6
1905,3360,Sigge-Olof,Bergstrom,6
1905,4016,Adalbert,Holzer,6
1905,4393,Eugène Henri Alexandre,Chigot,6
1905,4445,Béla,Pallik,6
1905,4477,Daniel,Mihalik,6
1905,4484,Tivadar,Zemplényi,6
1905,4509,Otto,Baditz,6
1905,4664,Olof Per Ulrik,Arborelius,6
1905,5017,William Alfred,Gibson,6
1905,5020,W.,Cunningham Hector,6
1905,5294,Charles,Genty,6
1905,5295,Léonie,Georges,6
1905,5301,Adèle,Gonyn de Lirieux,6
1905,5307,Nicolae,Gropeanu,6
1905,5352,Paul Albert,Laurens,6
1905,5393,Alice Maud,Fanner,6
1905,5394,Frederick,Brown,6
1905,5398,Bernard,Sickert,6
1905,5399,Hugh,Bellingham-Smith,6
1905,5402,L. A.,Harrison,6
1905,5637,Peter Marius,Hansen,6
1905,5658,Johannes,Larsen,6
1905,5872,Adolphe,Boigegrain,6
1905,5882,Alceste,Campriani,6
1905,5909,Angelo dall',Oca Bianca,6
1905,5970,Raimund,Germela,6
1905,6004,Ferdinand,Hart Nibbrig,6
1905,6138,Georges,Marculescu,6
1905,6360,Louis,Abel-Truchet,6
1905,6613,Otto,Schnartz,6
1905,6628,Santiago,Rusiñol,6
1905,6664,Thomas William,Marshall,6
1905,7225,Edmond,Lempereur,6
1905,7260,Raoul,Bacard,6
1905,7268,Marie,Bermond,6
1905,7581,Pierre-Louis,Moreau,6
1905,7597,Elie,Pavill,6
1905,7668,Jacques,Volot,6
1905,7674,Georges,Wybo,6
1905,7987,Bruno,Liljefors,6
1905,8560,Vittore,Grubicy de Dragon,6
1905,9529,Lizzy,Ansingh,6
1905,9575,Ahazuerus Jacobus,Breman,6
1905,9634,L.,Michielsen,6
1905,64,Charles,Conder,5
1905,100,James,Ensor,5
1905,140,Pierre Paul,Girieud,5
1905,258,Vasily,Milioti,5
1905,285,Isidre,Nonell,5
1905,325,Christian,Rohlfs,5
1905,329,Georges,Rouault,5
1905,395,Louis,Valtat,5
1905,447,Joseph,Damberger,5
1905,451,Erich,Erler,5
1905,484,Gotthardt,Kuehl,5
1905,515,Toni von,Stadler,5
1905,529,Léon,Billiet,5
1905,533,Félix,Constant,5
1905,542,Jules,Rullens,5
1905,544,Louis,Taverne,5
1905,643,Ernst,Stöhr,5
1905,645,Johann Victor,Krämer,5
1905,653,Josef,Huber-Feldkirch,5
1905,661,Waldemar,Kolmsperger,5
1905,694,Theodor,Esser,5
1905,701,Oscar,Graf,5
1905,725,Bertram,Priestman,5
1905,733,Frigyes,Strobentz,5
1905,745,Gaston de,Latouche,5
1905,779,Franz,Hohenberger,5
1905,924,Hermann,Schlittgen,5
1905,973,Salvatore,Marchesi,5
1905,1005,Francesco,Gioli,5
1905,1033,Francesco,Sartorelli,5
1905,1124,Ettore,Tito,5
1905,1146,Galileo,Chini,5
1905,1276,Károly,Ferenczy,5
1905,1280,Pál,Jávor,5
1905,1283,Gusztáv,Magyar-Mannheimer,5
1905,1374,Károly,Pongrácz,5
1905,1390,Jules Leon,Flandrin,5
1905,1445,Carl,Blos,5
1905,1450,Hans,Herrmann,5
1905,1465,Hans,Petersen,5
1905,1467,Gustav,Schönleber,5
1905,1726,Louise,Galtier-Boissière,5
1905,1731,Richard Emile,Miller,5
1905,1784,Imre Károly,Simay,5
1905,1810,Albert,Braut,5
1905,1826,René,Piot,5
1905,1940,Ambrose,Patterson,5
1905,1954,Theodore Earl,Butler,5
1905,1976,Artur,Tölgyessy,5
1905,2003,Aleksandr,Golovin,5
1905,2007,Konstantin,Korovin,5
1905,2019,Nikolai Vasilevich,Meshcherin,5
1905,2036,Alexander,Seredin,5
1905,2262,Mikhail Anatolyevich,Mamontov,5
1905,2264,Pauline Caroline Margarethe von,Kurowski,5
1905,2311,Raoul,Frank,5
1905,2368,Wojciech,Weiss,5
1905,2387,Jan,Ciągliński,5
1905,2428,Renée,Assa,5
1905,2458,Maxime,Dethomas,5
1905,2464,Karel,Spillar,5
1905,2491,Noёl,Bastide,5
1905,2504,Emil,Österman,5
1905,2505,Alfred-Mauritz,Bergström,5
1905,2716,Gerolamo,Cairati,5
1905,2768,Philipp Otto,Schäfer,5
1905,2871,Richard,Lauda,5
1905,2930,Frédéric Samuel,Cordey,5
1905,2944,Marie Louis,Sue,5
1905,2993,Georges Bertin,Scott,5
1905,3006,Henri Baptiste,Lebasque,5
1905,3165,Georges,Jeanniot,5
1905,3308,Pierre-Eugène,Vibert,5
1905,3354,Eugène-Antoine,Durenne,5
1905,3383,Simon Albert,Bussy,5
1905,3389,André,Wilder,5
1905,3401,George Hendrik,Breitner,5
1905,3657,Minka,Podhájská,5
1905,3682,Michael Peter,Ancher,5
1905,3705,Vilhelm,Hammershøi,5
1905,3756,Ramon,Pichot Gironès,5
1905,3855,N. D.,Nekrasov,5
1905,4145,Louis,Mark,5
1905,4198,Franz Wilhelm Maria,Deutmann,5
1905,4227,Eduard,Karsen,5
1905,4335,Aladár,Körösfői-Kriesch,5
1905,4353,Louis,Braquaval,5
1905,4367,Rupert,Bunny,5
1905,4403,Edouard,Crébassa,5
1905,4419,Louis-Marie,Désiré-Lucas,5
1905,4451,Wilhelm Victor,Krausz,5
1905,4467,Gyula,Háry,5
1905,4468,Edmund,Tull,5
1905,4476,Ferencz,Paczka,5
1905,4497,Alexander,Jamieson,5
1905,4498,William,Strang,5
1905,4511,Joseph,Mencina Krzesz,5
1905,4652,Anna,Munthe-Norstedt,5
1905,4657,Emerik,Stenberg,5
1905,4900,Anna Kirstine,Ancher,5
1905,5016,James,Taylor Brown,5
1905,5277,Maurice,Eliot,5
1905,5313,Lucien-Victor,Guirand de Scévola,5
1905,5320,William Samuel,Horton,5
1905,5323,Francisco,Iturrino,5
1905,5326,Etienne Albert Eugène,Joannon-Navier,5
1905,5384,Lucien,Pissarro,5
1905,5401,Charles John,Holmes,5
1905,5607,Vettore,Zanetti-Zilla,5
1905,5640,Joakim,Skovgaard,5
1905,5793,Louis,Apol,5
1905,5864,Willem Christiaan Constant,Bleckmann,5
1905,5923,Charles-Jules,Duvent,5
1905,6038,Jan,Hoynk van Papendrecht,5
1905,6098,Fritz,Kunz,5
1905,6188,Angelo,Morbelli,5
1905,6339,André,Sureda,5
1905,6367,Nicolaes van der,Waay,5
1905,6369,Johann Hendrik,Mastenbroek,5
1905,6399,Josef,Willroider,5
1905,6616,Gerhard,Welzel,5
1905,6772,Antonio Georges,Lopisgich,5
1905,7240,Paul,Madelain,5
1905,7269,Albertine,Bernouard,5
1905,7586,Marie-Mela,Muter,5
1905,7604,Fernand,Piet,5
1905,7624,Victor Joseph,Roux-Champion,5
1905,7646,Joaquim,Sunyer Miró,5
1905,7650,Maurice,Taquoy,5
1905,7661,Paul,Vernet,5
1905,7669,Pierre,Volot,5
1905,8029,H.,Willem,5
1905,8336,Ettore de,Maria-Bergler,5
1905,8337,Francesco,Lojacono,5
1905,8776,Ludwik,Strimpl,5
1905,9332,Tom,Maxwell,5
1905,9346,Bernardus Antonie van,Beek,5
1905,9422,Ferdinand Gustaaf Willem,Oldewelt,5
1905,9427,Betsy,Repelius,5
1905,9434,Joseph,Seckel,5
1905,9609,Albert Pieter,Hahn,5
1905,9628,Frans,Langeveld,5
1905,10916,K.,Witte,5
1905,65,Lovis,Corinth,4
1905,89,Karl Edvard,Diriks,4
1905,284,Emil,Nolde,4
1905,290,Anna Petrovna,Ostroumova-Lebedeva,4
1905,296,Giuseppe,Pellizza da Volpedo,4
1905,311,Jean,Puy,4
1905,319,József,Rippl-Rónai,4
1905,338,Nikolay,Sapunov,4
1905,364,Max,Slevogt,4
1905,366,Johannes Carolus Bernardus,Sluijters,4
1905,452,Julius,Exter,4
1905,453,Amandus,Faure,4
1905,462,Theodor Joseph,Hagen,4
1905,485,Max,Kurzweil,4
1905,521,André,Blandin,4
1905,531,Nand,Buyle,4
1905,537,Jean,Eyckelbosch,4
1905,538,Francois,Gailliard,4
1905,539,François Joseph Clement,Halkett,4
1905,548,Pierre,Weyel,4
1905,567,"Alphonse van, Jr.",Beurden,4
1905,587,Hans Beatus,Wieland,4
1905,589,Benno,Becker,4
1905,606,Friedrich,König,4
1905,675,Carl,Marr,4
1905,691,Ludwig,Dettmann,4
1905,699,Walter,Georgi,4
1905,709,Angelo,Jank,4
1905,710,Julius Paul,Junghanns,4
1905,719,Henry,Muhrmann,4
1905,724,Karl Johann Nikolaus,Piepho,4
1905,743,Eugen,Wolff,4
1905,747,Carl,Schmoll von Eisenwerth,4
1905,1006,Luigi,Gioli,4
1905,1007,Niccolo,Cannicci,4
1905,1027,Umberto,Coromaldi,4
1905,1031,Camillo,Innocenti,4
1905,1044,Alessandro,Milesi,4
1905,1092,Guglielmo,Ciardi,4
1905,1093,Beppe,Ciardi,4
1905,1094,Emma,Ciardi,4
1905,1095,Italico,Brass,4
1905,1103,Lino,Selvatico,4
1905,1145,Lodovico,Tommasi,4
1905,1170,Charlotte,Chauchet Guillere,4
1905,1224,Johan,Cohen Gosschalk,4
1905,1249,Hermann,Pampel,4
1905,1281,Ödön,Kacziány,4
1905,1315,László,Mednyánszky,4
1905,1442,Fritz,Baer,4
1905,1443,Hans von,Bartels,4
1905,1464,Adolf,Münzer,4
1905,1688,Hermann,Urban,4
1905,1729,Maurice,Lobre,4
1905,1730,Eugène,Martel,4
1905,1746,Alfred,Delaunois,4
1905,1776,Franz Xaver,Hoch,4
1905,1795,Charles,Lacoste,4
1905,1807,Edmond,Verstraeten,4
1905,1809,Albert,André,4
1905,1845,Fritz,Osswald,4
1905,1859,Elena Vladimirovna,Aleksandrova,4
1905,1863,E. N.,William,4
1905,1912,Nikolai I.,Khrustachev,4
1905,2010,Yevgeny,Lansere,4
1905,2048,"Paolo, Prince",Troubetzkoy,4
1905,2067,Mihály,Munkácsy,4
1905,2256,Alice,Dannenberg,4
1905,2258,Apollinary,Vasnetsov,4
1905,2259,Nikolai Vasilevich,Doseikin,4
1905,2360,Theodor,Axentowicz,4
1905,2377,Konstantin Konstantinovich,Pervukhin,4
1905,2378,Aleksey,Stepanov,4
1905,2412,Charles,Angrand,4
1905,2444,Henry,Moret,4
1905,2481,Lucien,Barbillion,4
1905,2493,Oscar,Hullgren,4
1905,2625,Otto,Hierl-Deronco,4
1905,2760,Georg,Papperitz,4
1905,2781,Richard Hermann,Strebel,4
1905,2798,Hélène Sophie Emilie [Jelka],Rosen,4
1905,2829,Franz M.,Melchers,4
1905,2893,Jacques,Drésa,4
1905,2924,Auguste,Bréal,4
1905,2925,Edgar,Chahine,4
1905,3019,Franz,Metzner,4
1905,3072,Henri,Ottmann,4
1905,3154,Richard,Ranft,4
1905,3211,Maximilián,Švabinský,4
1905,3356,Maurice,Bechet,4
1905,3490,Alois,Kalvoda,4
1905,3635,Josef,Jelínek,4
1905,3677,Henri Jean Guillaume,Martin,4
1905,3725,René,Ménard,4
1905,3754,Edmond Charles Théodore,Milcendeau,4
1905,3856,V. N.,Olejnik,4
1905,3862,Aleksander,Shishov,4
1905,3929,Cornelis,Kuypers,4
1905,3954,Alfred,East,4
1905,4039,Hans,Schwegerle,4
1905,4216,Arnold Marc,Gorter,4
1905,4376,Marie-Paule,Carpentier,4
1905,4399,Marie Lucie,Cornelius,4
1905,4405,Robert,Deborne,4
1905,4443,Miksa,Bruck,4
1905,4472,Imre Emerich,Révész,4
1905,4486,Istvan,Bosznay,4
1905,4488,Oliver,Hall,4
1905,4492,Thomas Austen,Brown,4
1905,4494,Arthur Douglas,Peppercorn,4
1905,4651,Charlotte Constance,Wahlström,4
1905,4662,Herman,Lindqvist,4
1905,4667,Georg,Rosen,4
1905,4906,Carl,Holsøe,4
1905,5008,Julius,Kollmann,4
1905,5019,John,Hassall,4
1905,5021,Alexander,Frew,4
1905,5022,Andrew,Law,4
1905,5274,Pierre-Léon,Dusouchet,4
1905,5276,Mia,Elen,4
1905,5287,Marcel,Fournier,4
1905,5314,Adolphe Ernest,Gumery,4
1905,5331,Louis,Jourdan,4
1905,5333,Rene Camille Jean Juste,Rene-Juste,4
1905,5336,Gerald Festus,Kelly,4
1905,5403,Henry,Tonks,4
1905,5405,Archibald Standish,Hartrick,4
1905,5406,Ambrose,McEvoy,4
1905,5410,W. Y.,Macgregor,4
1905,5415,Muirhead,Bone,4
1905,5846,Leonardo,Bazzaro,4
1905,5856,Hans,Best,4
1905,5873,Berend Adrianus,Bongers,4
1905,5886,Giuseppe,Carozzi,4
1905,5986,Giacomo,Grosso,4
1905,6180,Kunz,Meyer-Waldeck,4
1905,6182,Georg Ludwig,Meyn,4
1905,6186,Niels Pedersen,Mols,4
1905,6187,Frits,Mondriaan,4
1905,6210,Gustav Bernhard,Osterman,4
1905,6262,Philipp,Röth,4
1905,6307,Georg Sofus,Seligman,4
1905,6355,Heinrich,Tomec,4
1905,6442,Paul,Leuteritz,4
1905,6470,Eugen,Drollinger,4
1905,6558,Wynford,Dewhurst,4
1905,6559,Johann Georg,Dreydorff,4
1905,6591,Fritz,Hessemer,4
1905,6845,Mina,Loy,4
1905,7218,Louis,Le Bail,4
1905,7219,Albert Eugène,Lechat,4
1905,7237,Antonio,Lozano Garcia,4
1905,7246,G.,Margueritt,4
1905,7273,Robert,Besnard,4
