e_startdate,a_id,firstname,lastname,number_of_paintings
1908,423,Alfred Aaron,Wolmark,5
1908,447,Joseph,Damberger,5
1908,457,Otto,Friedrich,5
1908,458,Ernst,Gabler,5
1908,520,Theresia Elisa van,Hall,5
1908,557,Pierre,Kerfyser,5
1908,560,Raoul,Martinez,5
1908,561,Auguste,Oleffe,5
1908,572,Henry,Wauters,5
1908,575,Maximilien,Luce,5
1908,607,Carlos,Schwabe,5
1908,659,Leo,Samberger,5
1908,680,Carl,Ederer,5
1908,696,Otto,Fischer,5
1908,704,Thomas Alexander,Harrison,5
1908,706,Adolf,Hengeler,5
1908,726,Adolf,Robbi,5
1908,730,Julius,Seyler,5
1908,768,Julian,Falat,5
1908,770,Stanisław,Podgórski,5
1908,772,Ferdinand,Kruis,5
1908,1030,Giulio Aristide,Sartorio,5
1908,1031,Camillo,Innocenti,5
1908,1051,Enrico,Nardi,5
1908,1055,Alessandro,Battaglia,5
1908,1056,Dante,Ricci,5
1908,1114,Gennaro,Favai,5
1908,1159,Thyra af,Kleen,5
1908,1168,Ida,Salvagnini Bidoli,5
1908,1281,Ödön,Kacziány,5
1908,1342,Paul,Scheurich,5
1908,1354,Ludwig von,Herterich,5
1908,1390,Jules Leon,Flandrin,5
1908,1400,Oskar,Kruse-Lietzenburg,5
1908,1483,Paul Basilius,Barth,5
1908,1543,Jenő,Keményffy,5
1908,1551,László,Kézdi Kovács,5
1908,1704,Eugène,Boudin,5
1908,1706,Jean-Baptiste-Camille,Corot,5
1908,1748,Paul,Dubois,5
1908,1763,Victor,Rousseau,5
1908,1803,Adriaan Joseph,Heymans,5
1908,1866,Ivan Georgievic,Gugunava,5
1908,1942,George William,Russell,5
1908,1945,Philip Wilson,Steer,5
1908,1966,Ossip Emmanujilowitsch,Brass,5
1908,1976,Artur,Tölgyessy,5
1908,2021,T. P.,Chernyshev,5
1908,2052,Sergey,Vinogradov,5
1908,2104,Léon,Dabo,5
1908,2248,Ethel Quixano,Henriques,5
1908,2277,Francis Q.,Thomason,5
1908,2298,Otto,Barth,5
1908,2525,Rimma Nikitična,Brailovskaja,5
1908,2538,Siebe Johannes ten,Cate,5
1908,2563,Nikolai Petrovich,Khimona,5
1908,2690,Charles J.,Palmie,5
1908,2817,Juliaan de,Vriendt,5
1908,2827,Henri,Luyten,5
1908,2846,Joseph,Stevens,5
1908,2860,Maurice,Wagemans,5
1908,2862,Emile Charles,Wauters,5
1908,2869,Oskar,Laske,5
1908,2894,Francis,Jourdain,5
1908,2982,Fernande,Olivier,5
1908,2986,Émile,Pinchon,5
1908,3014,Jacques-Émile,Blot,5
1908,3029,Jutta,Sika,5
1908,3206,T. Frantisek,Simon,5
1908,3410,Olga Della-Vos,Kardovskaya,5
1908,3427,Constantin,Kraacht,5
1908,3428,N. I.,Kubasov,5
1908,3663,Hugo,Boettinger,5
1908,3745,Fritz,Thaulow,5
1908,3888,Elena Ivanovna,Kamenceva,5
1908,3963,Karel,Wellner,5
1908,4235,Willem,Maris,5
1908,4283,Willem de,Zwart,5
1908,4367,Rupert,Bunny,5
1908,4372,Ulisse,Caputo,5
1908,4396,Annie Cape,Colthurst,5
1908,4413,Eugène,Delestre,5
1908,4433,Robert Buchan,Nisbet,5
1908,4443,Miksa,Bruck,5
1908,4444,Jeno,Jendrassik,5
1908,4461,Julius,Agghazy,5
1908,4467,Gyula,Háry,5
1908,4497,Alexander,Jamieson,5
1908,4680,César María,Herrer Marcher,5
1908,4864,Eduard Yanovich,Vitol,5
1908,4879,V. I.,Slobodchikov,5
1908,4886,Evgeny,Baumgarten von,5
1908,4924,Károly,Cserna,5
1908,4955,Gerrit Willem,Dijsselhof,5
1908,4958,Willem Arnold,Witsen,5
1908,4962,Albert,Neuhuys,5
1908,4976,Géza,Wágner,5
1908,5006,Otto,Wagner,5
1908,5321,Anna Hope,Hudson,5
1908,5334,Leon,Kamir,5
1908,5336,Gerald Festus,Kelly,5
1908,5377,Byam,Shaw,5
1908,5379,Westley,Manning,5
1908,5383,Gerard,Chowne,5
1908,5397,Moffat Peter,Lindner,5
1908,5401,Charles John,Holmes,5
1908,5406,Ambrose,McEvoy,5
1908,5412,William,Todd-Brown,5
1908,5413,Frank Lewis,Emanuel,5
1908,5415,Muirhead,Bone,5
1908,5420,Mary,McCrossan,5
1908,5421,Mary,McEvoy,5
1908,5582,James Wilson,Morrice,5
1908,5610,Enid Ursula,Jackson,5
1908,5621,Betty Maud Christian,Fagan,5
1908,5624,Mark,Fisher,5
1908,5761,Glyn Warren,Philpot,5
1908,5763,Frank W.,Carter,5
1908,5853,Cesare,Bertolotti,5
1908,6073,Benedikt,Knüpfer,5
1908,6135,Antonio,Mancini,5
1908,6201,Frank,Mura,5
1908,6261,Albert,Roelofs,5
1908,6367,Nicolaes van der,Waay,5
1908,6558,Wynford,Dewhurst,5
1908,6561,Roderic,O'Conor,5
1908,6573,Emily Beatrice,Bland,5
1908,6584,Norma,Labouchere,5
1908,6634,Brunon,Gestwicki,5
1908,6636,Otto,Illies,5
1908,6664,Thomas William,Marshall,5
1908,6737,Leopold,Braun,5
1908,6740,James Hamilton,Hay,5
1908,6826,Hanslip,Fletcher,5
1908,6836,Thea,Proctor,5
1908,6841,Elliot,Seabrooke,5
1908,6842,Geoffrey Buckingham,Pocock,5
1908,6849,Edna,Clarke Hall,5
1908,6852,Denys George,Wells,5
1908,6858,Ludovico Rodolphe,Pissarro,5
1908,6862,Arthur Croft,Mitchell,5
1908,6863,Robert Douglas,Wells,5
1908,6877,Hilda,Trevelyan,5
1908,6886,Walter,Bayes,5
1908,6896,Daniel Albert,Veresmith,5
1908,6900,Garnet Ruskin,Wolseley,5
1908,6905,Sylvia Frances,Milman,5
1908,6914,Louis Augustus,Sargent,5
1908,6917,Emmie Stewart,Wood,5
1908,6920,Clifford Isaac,Addams,5
1908,6935,Elinor Proby,Adams,5
1908,7026,Frederic Cayley,Robinson,5
1908,7036,Stanisława,Karłowska,5
1908,7046,Edith Grace,Wheatley,5
1908,7079,Jan,Anthony,5
1908,7093,Karel,Boom,5
1908,7154,Pieter de,Mets,5
1908,7158,Albrecht de,Vriendt,5
1908,7160,W. B. C.,Burnet,5
1908,7171,René,Ernest,5
1908,7196,Hannah,Mayor,5
1908,7205,Dora,Boughton-Leigh,5
1908,7209,Alec Carruthers,Gould,5
1908,7258,Celestin Paul Rosemond,Audra,5
1908,7286,Louis Daniel,Bouchet,5
1908,7312,Emile,Gastemans,5
1908,7326,Eugène,Joors,5
1908,7343,Alberic,Matthys,5
1908,7480,Ernest,Wante,5
1908,7549,Augustus,Koopman,5
1908,7625,John Peter,Russell,5
1908,7629,Ethel,Sands,5
1908,7693,Eleanor,Harrison Profeit,5
1908,7702,Vereker Monteith,Hamilton,5
1908,7716,Emilie,Tinkler,5
1908,7719,Helena,Darmesteter,5
1908,7724,Marie Elizabeth,Brockbank,5
1908,7731,Cuthbert William Lewes,Dashwood,5
1908,7742,Newton,Braby,5
1908,7750,Ida,Lees,5
1908,7780,Constance F.,D'Oyly,5
1908,7781,Harriet,Halhed,5
1908,7790,Henry Thomas,Schaefer,5
1908,7793,Hope,Joseph,5
1908,7796,Dalziel,McKay,5
1908,7819,Alfred John,Billinghurst,5
1908,7831,Andrée,Karpeles,5
1908,7832,Lily,Defries,5
1908,7874,William E. Gladstone,Solomon,5
1908,7881,John,Copley,5
1908,7889,F. W. S.,Lemaistre,5
1908,7906,James,Filby,5
1908,8060,Théodore,Roussel,5
1908,8077,Enrico,Coleman,5
1908,8143,Betia,Schebsman,5
1908,8150,Frederick James,Porter,5
1908,8167,James,Swan,5
1908,8170,Beatrice,Ley,5
1908,8179,Elizabeth Frances,Boyd,5
1908,8183,Jessey Rosetta,Mitchell,5
1908,8184,Wilfrid J.,Lineham,5
1908,8187,Mima,Nixon,5
1908,8201,Agnes,Pringle,5
1908,8203,Jessie,Ogston Douglas,5
1908,8380,Maud D.,Hurst,5
1908,8384,Florence Payne,Etheridge,5
1908,8387,G. Lady,Watson,5
1908,8391,Miriam,Deane,5
1908,8393,Lena,Jameson,5
1908,8395,Emily M.,Peyton,5
1908,8401,Henry,Boddington,5
1908,8417,C.,Lillian Sheppard,5
1908,8422,George Robert,Leftwich,5
1908,8426,Biddy,MacDonald,5
1908,8446,W.,Gunn Gwennet,5
1908,8449,Charles Dunlop,Tracy,5
1908,8450,Alfred,Palmer,5
1908,8457,Margaret,Forbes-Robertson,5
1908,8468,Mabel,Harrison,5
1908,8471,Blanche,Gottschalk,5
1908,8474,Olive,Branson,5
1908,8490,Cora Josephine,Gordon,5
1908,8517,Miriam Isabel,Davis,5
1908,8520,Bethea Emma Louisa,Shore,5
1908,8522,Aby,Altson,5
1908,8523,Neko. V.,Norman,5
1908,8524,William Alison,Martin,5
1908,8546,Antonio,Discovolo,5
1908,8589,John Shenton,Eland,5
1908,8619,Harry Clayton,Adams,5
1908,8623,Mary,Groves,5
1908,8626,Dorothy,Drabble,5
1908,8628,William Samuel,Parkyn,5
1908,8629,Charles Alban,Wallis,5
1908,8631,John Russell,Greig,5
1908,8632,Edmund William,Greacen,5
1908,8633,Vladislaw,Granzow,5
1908,8635,Cecil J.,Webb,5
1908,8639,Paul Michel,Dupuis,5
1908,8641,F.,Neville Jennings,5
1908,8642,Maurice de,Groot,5
1908,8644,Ronald James,Murray,5
1908,8654,Harold,Goldthwait,5
1908,8659,William,Hoggatt,5
1908,8661,Edmund Hodgson,Smart,5
1908,8663,William A.,Stewart,5
1908,8667,Harold,Speed,5
1908,8668,Charles,Somerville,5
1908,8669,Laurence,Carrington Grubbe,5
1908,8674,Maud,Schloesser,5
1908,8675,Ernest,Lloyd Jones,5
1908,8676,Zabelle Catherine,Boyajian,5
1908,8677,Lionel Townsend,Crawshaw,5
1908,8679,Harry Thomas Rymer St. John,Joyner,5
1908,8680,Parke,Curtis Dougherty,5
1908,8681,Reginald George,Jennings,5
1908,8684,Elizabeth M.,Brebner,5
1908,8687,I. Eva,Johnston,5
1908,8688,Edward Charles,Loveland Cock,5
1908,8689,Paul,Greville Hudson,5
1908,8691,John Chapman,Wallis,5
1908,8692,Alfred J.,Hulme,5
1908,8693,Henry Eugene,Compton,5
1908,8695,Josephine H. J.,White,5
1908,8696,Grace Marion,Collcutt,5
1908,8700,Thomas Martine,Ronaldson,5
1908,8702,Maurice,Halay,5
1908,8703,Josephine,Preston,5
1908,8708,Frederick James,Hackman,5
1908,8709,George James,Coates,5
1908,8807,Walter,James,5
1908,8810,Effie A.,Jardine,5
1908,8811,Kenneth J. M.,Teesdale,5
1908,8814,George,Cameron Douglas,5
1908,8817,Gabriel,Thompson,5
1908,8818,"William, II",Luker,5
1908,8819,Katharine,Townsend Newton,5
1908,8820,Herbert F.,Royle,5
1908,8822,Charlotte Mary,Thompson,5
1908,8823,Helena,Gleichen,5
1908,8825,Joseph,Longhurst,5
1908,8827,J. Alfonso,Toft,5
1908,8828,Byron,Cooper,5
1908,8830,William Joseph,Warren,5
1908,8833,Helen G.,Tabor,5
1908,8835,René,Olivier,5
1908,8838,Arthur,Ellis,5
1908,8840,Guy,Lipscombe,5
1908,8844,Thomas,Barrett,5
1908,8845,Arthur,Watson Hyde-Pinion,5
1908,8847,Winnie,MacEwan,5
1908,8849,Marmaduke C. William,Flower,5
1908,8850,James Thomas,Watts,5
1908,8851,Arthur,Warton Henley,5
1908,8853,Edith E.,Harmar,5
1908,8854,E. Grace Mitchell,Henry,5
1908,9029,Lota,Bowen,5
1908,9030,Elizabeth,Magill,5
1908,9033,Amy E.,Krauss,5
1908,9034,Kate,Shepherd,5
1908,9035,John,Prendergast,5
1908,9036,Grace,Joel,5
1908,9038,Francis Petrus,Paulus,5
1908,9039,James H.,Donaldson,5
1908,9042,Leslie Robert,Poole-Smith,5
1908,9043,George,Pontin,5
1908,9044,Elise,Thompson,5
1908,9047,Ethel Fanny,Everett,5
1908,9049,Charles Greville,Morris,5
1908,9052,Joseph Alfred,Terry,5
1908,9056,Catherine R.,Walton,5
1908,9057,Elsie,Chapman,5
1908,9067,Mary,Peachey,5
1908,9259,Carl,Moser,5
1908,9269,Giuseppe,Brugo,5
1908,9272,Antonín,Blažek,5
1908,9280,Norberto,Pazzini,5
1908,9285,Giorgio,Szoldatics,5
1908,9286,Alide,Goldschmidt,5
1908,9300,Josè Ramon,Zaragoza,5
1908,9308,Matteo,Lovatti,5
1908,9351,Emanuel Josef,Margold,5
1908,9444,Ans C.,Berg,5
1908,9455,Samuel John Lamorna,Birch,5
1908,9533,Paul,Paul,5
1908,9576,Anne Marinus,Broeckman,5
1908,9580,"Carel Lodewijk, II",Dake,5
1908,9596,James,Henderson,5
1908,9619,Jacobus Laurentius van,Ishoven,5
1908,9642,David,Schulman,5
1908,9660,William,Eden,5
1908,9682,T. Frederick,Catchpole,5
1908,9683,Herbert,George,5
1908,9699,Jean,Arnavielle,5
1908,9899,Pierre,Dumont,5
1908,10214,Paul,Henry,5
1908,10216,Edward Francis,Wells,5
1908,10328,Isabella Lee,Jay,5
1908,10335,William Biscombe,Gardner,5
1908,10340,Max,Scull,5
1908,10353,Frances,Macdonald,5
1908,10354,Philip Homan,Miller,5
1908,10355,Henrietta,Corkran,5
1908,10360,Amy Hanbury,Frere,5
1908,10362,Emily J.,Harrington,5
1908,10372,James,Wallace,5
1908,10373,Buddig Anwylini,Pughe,5
1908,10376,Anna Mary,Wickes,5
1908,10377,Henry,Strachey,5
1908,10380,Edith H.,Pinder,5
1908,10383,Isabel,Berkeley,5
1908,10392,Edith Boyle,Mitchell,5
1908,10393,Helen Emmeline,Bacon,5
1908,10395,Emily Mary Bibbens,Warren,5
1908,10397,Edith C.,Paull,5
1908,10398,Mary-Sophie,Ludlow,5
1908,10405,Elizabeth Jane,Barrett,5
1908,10409,Lettice A.,MacMunn,5
1908,10412,Douglas J.,Constable,5
1908,10423,Patrick Lewis,Forbes,5
1908,10437,Jan C.,Poortenaar,5
1908,10442,Agnes,Goodsir,5
1908,10484,Emily  Maude,Waraker,5
1908,10488,Joseph,Lépine,5
1908,10491,Charles H. H.,Burleigh,5
1908,10510,Jacobus Cornelis Wyand,Cossaar,5
1908,10534,Emanuel van,Beever,5
1908,10578,Henri,Teixeira de Mattos,5
1908,10815,Charles Daniel,Ward,5
1908,10880,Gerald Goddard,Jackson,5
1908,10890,Hannah,Myers,5
1908,10894,Eric,George,5
1908,11369,George Owen Wynne,Apperley,5
1908,11390,F. Denner,Smith,5
1908,11394,William Kay,Blacklock,5
1908,11400,I. I.,Alsop,5
1908,11442,Anna M.,Richardson,5
1908,11444,Anna,Gardiner,5
1908,11445,Mary Evelina,Kindon,5
1908,11447,Felix Stone,Moscheles,5
1908,11451,Harold Septimus,Power,5
1908,11456,Claude,Marks,5
1908,11457,Helen E.,Brooke,5
1908,11458,Martin Gwilt,Jolley,5
1908,11459,George,Davidson,5
1908,11462,Isabel Smaile,Wightman,5
1908,11464,Edith D.,Haynes,5
1908,11466,Margaret,Moscheles,5
1908,11469,Charles Frederick,Goldie,5
1908,11470,Georgina,McKay,5
1908,12026,M. Constance,Lloyd,5
1908,12165,Alice Marie,Alix,5
1908,12174,Suzanne,Beringer,5
1908,12185,Yvonne,Brudo,5
1908,13056,Samuel,Reid,5
1908,13060,Lily,Christie,5
1908,13061,Idonea,La Primaudaye,5
1908,13063,Grace,Canedy,5
1908,13067,Frank,Brooks,5
1908,13069,Hubert,Schröder,5
1908,13070,Théodore Jacques,Ralli,5
1908,13071,Bertha,Newcombe,5
1908,13072,Horace van,Ruith,5
1908,13074,Richard,Stone,5
1908,13075,Rose Aspinall,Syers,5
1908,13081,L.,Block,5
1908,13114,Kate,Ruskin Coughtrie,5
1908,13120,Caroline Emily,Gray Hill,5
1908,13122,A. H.,Hannay,5
1908,13126,Millicent,Beveridge,5
1908,13127,Eva,Winans,5
1908,13129,Alice Mary,Wilway,5
1908,13130,Mrs. Phillip Champion de,Crespigny,5
1908,13134,Sylvia,Drew,5
1908,13143,Thurston Laidlaw,Shoosmith,5
1908,13148,Hilda Goffey,Atkinson,5
1908,13151,Maud,Gonne,5
1908,13157,Alice B.,Ellis,5
1908,13159,Nancy,Fairbanks,5
1908,13162,William J.,Perry,5
1908,13163,Annie E.,Spong,5
1908,13168,Yvonne Ripa De,Roveredo,5
1908,13169,Ernest,Sanders,5
1908,13170,Rosamund,Watson,5
1908,13172,Arthur Stanley Gair,Wilkinson,5
1908,13173,Sarah,Hemphill-Vaughan,5
1908,13174,Madeline,Marrable,5
1908,13176,"Alfred Bowyer The Rev., M. A.",Sharpe,5
1908,13178,Leslie A.,Collins,5
1908,13179,Herbert,MacNair,5
1908,13180,Mary,Williams,5
1908,13181,Maud,Burge,5
1908,13183,Jas B.,Coughtrie,5
1908,13184,Maud,Henderson,5
1908,13186,Frederica Amelia,Hartshorne,5
1908,13187,Frances Emily,Brown,5
1908,13191,Winifred,George,5
1908,13192,Jessie Margaret,Walker,5
1908,13193,Jessie Louise,George,5
1908,13195,Agnes M.,Cohen,5
1908,13198,Oswald,Garside,5
1908,13199,George H.,Chalmers,5
1908,13200,Kate,Tipping,5
1908,13210,Ada,Watson,5
1908,13211,Averil Mary,Burleigh,5
1908,13214,George Edward,Alexander,5
1908,13216,Walter Charles,Horsley,5
1908,13217,Eveleen,Bloomfield,5
1908,13218,Winifred L.,Rynd,5
1908,13220,Marguerite Henriette,Tedeschi,5
1908,13221,Maud,Brindley,5
1908,13222,Anna Brown,Wood,5
1908,13226,William Edward,Tyler,5
1908,13227,Florence A. von,Gruisen,5
1908,13228,Walter G.,Johnson,5
1908,13229,Kathleen,Pilcher,5
1908,13230,Estelle,Nathan,5
1908,13231,John Angell James,Brindley,5
1908,13232,Gordon Frederick,Browne,5
1908,13233,Mary,Mason,5
1908,13236,Adelaide,Ross,5
1908,13239,Johanna,Beadon,5
1908,13241,Margaret Fletcher,Leadbitter,5
1908,13243,Richard H.,Rahilly,5
1908,13244,Earey Kingham,Reeves,5
1908,13246,Percival,Landon,5
1908,13247,William Henry,Grove,5
1908,13249,Susan Maria Hands,Webb,5
1908,13251,Katherine,Taylor,5
1908,13252,Otto J. E.,Jacob,5
1908,13253,Lena,Pilichowska,5
1908,13256,Hugh de Twenebrokes,Glazebrook,5
1908,13257,Grace Indja,Thomson,5
1908,13260,Jessie,Mothersole,5
1908,13266,Florence,Canning,5
1908,13267,Alfred,Praga,5
1908,13268,Harry,Morley,5
1908,13269,Gertrude R.,Prideaux-Brune,5
1908,13270,Charles Wooll,Fairfield,5
1908,13344,Lawson,Wood,5
1908,7,Piet,Mondrian,4
1908,15,Giacomo,Balla,4
1908,26,Vincenc,Beneš,4
1908,140,Pierre Paul,Girieud,4
1908,170,James Dickson,Innes,4
1908,181,Károly,Kernstok,4
1908,255,Jean,Metzinger,4
1908,283,Jean,Niestlé,4
1908,420,Erik,Werenskiold,4
1908,441,Hans,Borchardt,4
1908,453,Amandus,Faure,4
1908,465,Hugo Friedrich,Hartmann,4
1908,472,Otto,Hettner,4
1908,485,Max,Kurzweil,4
1908,500,Fritz,Overbeck,4
1908,515,Toni von,Stadler,4
1908,550,Léon de,Smet,4
1908,555,William,Jelley,4
1908,566,Charles,Theunissen,4
1908,573,Emile,Welvaert,4
1908,579,Hans,Thoma,4
1908,580,Charles,Tooby,4
1908,582,Alice,Trübner,4
1908,587,Hans Beatus,Wieland,4
1908,705,Emanuel,Hegenbarth,4
1908,717,Friedrich,Lissmann,4
1908,718,Carl Theodor,Meyer-Basel,4
1908,725,Bertram,Priestman,4
1908,737,Charles,Vetter,4
1908,760,Ludwig Heinrich,Jungnickel,4
1908,763,Anton,Nowak,4
1908,815,Ernst Richard,Dietze,4
1908,1021,Giuseppe,Casciaro,4
1908,1128,Paolo,Ferretti,4
1908,1171,Julie,Wolfthorn,4
1908,1236,Julius,Hess,4
1908,1240,Hans,Müller-Dachau,4
1908,1258,Adolf,Oberländer,4
1908,1271,Rudolf,Tewes,4
1908,1278,Valér,Ferenczy,4
1908,1290,Max,Feldbauer,4
1908,1325,Eugène,Delacroix,4
1908,1327,Gino,DeFinetti,4
1908,1333,Gustava,Iselin-Haeger,4
1908,1459,Franz Seraph von,Lenbach,4
1908,1492,Richard,Bloos,4
1908,1540,Kata,Kalivoda,4
1908,1545,Gyula,Glatter,4
1908,1629,Béla,Dery,4
1908,1710,George,Morren,4
1908,1750,Jean Leon Henri,Gouweloos,4
1908,1754,Marie Antoinette,Marcotte,4
1908,1779,Ernst,Kropp,4
1908,1926,Alexandre,Blanchet,4
1908,2094,Aleksandr,Shervashidze,4
1908,2246,Isabella A.,Dods-Withers,4
1908,2256,Alice,Dannenberg,4
1908,2312,A.,Neumann,4
1908,2347,Alexander Demetrius,Goltz,4
1908,2361,Kazimierz,Sichulski,4
1908,2366,Stanislaus,Kamocki,4
1908,2457,Ignacio,Zuloaga,4
1908,2460,Antonin,Hudecek,4
1908,2489,Georges,Bärwolf,4
1908,2533,Erna von,Deters,4
1908,2606,William,Degouve de Nuncques,4
1908,2810,Albert,Crahay,4
1908,2818,Pierre Jacques,Dierckx,4
1908,2839,Armand,Rassenfosse,4
1908,2857,Théodore,Verstraete,4
1908,2905,Georges,Bouche,4
1908,2929,Jules,Chéret,4
1908,2987,Joseph Porphyre,Pinchon,4
1908,3024,Wilhelm,List,4
1908,3064,P.,Shherbov,4
1908,3065,Nikolai Filippovich,Petrov,4
1908,3095,Helen,Hessel,4
1908,3209,Jan,Štursa,4
1908,3341,Robert Anning,Bell,4
1908,3359,Jean-D.,Benderly,4
1908,3430,Vlastimil,Hofmann,4
1908,3455,Anton,Mauve,4
1908,3628,Maurice,Góth,4
1908,3669,Ludvig,Karsten,4
1908,3740,Paul,Schroeter,4
1908,3746,Grosvenor,Thomas,4
1908,3996,John,Muirhead,4
1908,4065,Leon Louis,Dardenne,4
1908,4070,Adolphe-Jean,Hamesse,4
1908,4116,Leo,Prochownik,4
1908,4198,Franz Wilhelm Maria,Deutmann,4
1908,4205,Paul Joseph Constantin,Gabriël,4
1908,4233,D. V.,Shemyakin,4
1908,4276,Jan I,Voerman,4
1908,4385,Ernest Ponthier de,Chamaillard,4
1908,4391,Georges,Chenard-Huché,4
1908,4405,Robert,Deborne,4
1908,4431,Kornel,Spanyik,4
1908,4465,Sándor,Endrey,4
1908,4503,Ritta,Boemm,4
1908,4509,Otto,Baditz,4
1908,4521,Gyula,Stetka,4
1908,4530,Géza,Udvary,4
1908,4539,Ármin,Glatter,4
1908,4593,Konrad,Krzyżanowski,4
1908,4613,Vladimir,Emme,4
1908,4727,Julius Gyula,Basch,4
1908,4853,Lyudmila F.,Schmit-Ryzhova,4
1908,4860,M. M.,Druzhinina,4
1908,4883,M. D.,Saltikov,4
1908,4936,Jo,Koster,4
1908,4938,George Jan Hendrik,Poggenbeek,4
1908,5395,James Levin,Henry,4
1908,5419,William,Kneen,4
1908,5433,Mieczysław,Jakimowicz,4
1908,5443,Edward,Trojanowski,4
1908,5545,Willy,Hamacher,4
1908,5697,Wilhelm Georg,Ritter,4
1908,5770,John Mansfield,Crealock,4
1908,5879,Ettore,Burzi,4
1908,5918,Henri de,Smeth,4
1908,6314,Frans,Simons,4
1908,6559,Johann Georg,Dreydorff,4
1908,6575,Marian,Dawson,4
1908,6623,Martha,Bernstein,4
1908,6795,Gusty von,Becker,4
1908,6823,Nelson,Dawson,4
1908,6883,Charles Henry Collins,Baker,4
1908,6893,Guy Bevan,Alexander,4
1908,6912,Andrew,Colley,4
1908,7074,Willem,Albracht,4
1908,7095,Alois,Boudry,4
1908,7097,Rene,Bosiers,4
1908,7103,Léon,Brunin,4
1908,7106,Constant Aimé Marie,Cap,4
1908,7125,Inglis,Sheldon-Williams,4
1908,7144,Edouard de,Jans,4
1908,7162,Mary Elizabeth,Atkins,4
1908,7164,Pieter,Dierckx,4
1908,7165,Paul,Dom,4
1908,7166,Stany,Dupuis,4
1908,7167,Alice-M.-T.,Eckermans,4
1908,7179,Giuseppe,Giusti,4
1908,7191,Louis,Ginnett,4
1908,7193,Alphaeus Philemon,Cole,4
1908,7239,Fredda,MacDonald,4
1908,7267,John,Beresford,4
1908,7317,Felix,Gogo,4
1908,7318,Paul,Gorge,4
1908,7324,Jozef Marie Louis,Janssens,4
1908,7351,Isidore,Meyers,4
1908,7374,Georges,Nauwelaerts,4
1908,7379,Gerard Jozef,Portielje,4
1908,7380,Jozef Karel Frans,Posenaer,4
1908,7382,Frans,Proost,4
1908,7390,Joseph,Renis,4
1908,7394,Henri Pieter Edward,Rul,4
1908,7395,Robert Gwelo,Goodman,4
1908,7403,Emiel,Stoffels,4
1908,7410,Edward,Tyck,4
1908,7422,Piet Jan,Van der Ouderaa,4
1908,7428,Piet van,Engelen,4
1908,7436,Emiel van,Marsenille,4
1908,7440,Dolf,Vanroy,4
1908,7449,Hans,Frank,4
1908,7468,Arthur,Verbeeck,4
1908,7469,Pieter,Verhaert,4
1908,7534,Hélène,Gevers,4
1908,7539,Alfred,Ost,4
1908,7556,Otto,Zweig-Trubel,4
1908,7738,Theodosia Mary,Wells,4
1908,7791,Margaret E.,Wheeler,4
1908,7807,Edward,Renard,4
1908,7815,Fred,Chambers,4
1908,7828,Cecily Bridget,Martin,4
1908,7852,Caroline,Armstrong,4
1908,8149,George Edmund,Butler,4
1908,8160,Robert Fellowes,Chisholm,4
1908,8353,Gisbert,Combaz,4
1908,8413,Mary,Barton,4
1908,8461,Elise,Gherloff Laidlaw,4
1908,8484,Gertrude,Leese,4
1908,8507,Terrick,Williams,4
1908,8508,William Samuel Henry,Llewellyn,4
1908,8527,Henry,Simpson,4
1908,8601,Paul,Berthier,4
1908,8620,Nina,Witherow,4
1908,8634,Alex. J.,Mavrogordato,4
1908,8637,Ruth,Latter,4
1908,8640,M.,Cooper-Brown,4
1908,8647,A.,Payne Garnett,4
1908,8655,Henry Samuel,Merritt,4
1908,8656,Florence,Metcalfe,4
1908,8664,Percy F. S.,Spence,4
1908,8665,Richard,Jack,4
1908,8671,Maud L.,Guyer,4
1908,8683,John B.,Noel,4
1908,8690,Thomas Charles,Larbalestier,4
1908,8697,Hans,Schleger,4
1908,8815,Maud,Hogarth Clay,4
1908,8832,Marcel Philippe,Roll,4
1908,8843,Mary,Creighton,4
1908,8848,Julius,Robinson,4
1908,9032,Frederick,Hall,4
1908,9059,Hilda,Fearon,4
1908,9060,Hubert Lindsay,Wellington,4
1908,9190,Jean-Louis,Fougerousse,4
1908,9274,Vojtěch,Doležil,4
1908,9290,Josef,Koudelka,4
1908,9295,Cyril,Mandel,4
1908,9311,František Bohumír,Zvěřina,4
1908,9322,Arturo,Vertunni,4
1908,9358,Karl,Bräuer,4
1908,9447,Johan Coenraad Hermann,Heyenbrock,4
1908,9479,Augusto,Corelli,4
1908,9488,Leopoldo,Mariotti,4
1908,9490,Annie,Nathan,4
1908,9509,Pierina,Levi,4
1908,9525,Percival,Gaskell,4
1908,9531,William H.,Bartlett,4
1908,9532,George Faulkner,Wetherbee,4
1908,9608,Dirk Johannes van,Haaren,4
1908,9622,Toon,Jong,4
1908,10196,Georges Marie Julien,Girardot,4
1908,10205,James M. C.,Gibbon,4
1908,10386,Ethel Maud,Raeburn,4
1908,10404,Ada Matilda,Shrimpton,4
1908,10407,Walter,Bothams,4
1908,10408,Bessie M.,Dibblee,4
1908,10436,Albertus Gerhard,Hulshoff-Pol,4
1908,10456,Hans Andreas,Dahl,4
1908,10581,Gustaaf Frederik van de Wall,Perné,4
1908,11320,Erich,Wilke,4
1908,11392,Florence A.,Saltmer,4
1908,11396,Cecil,Wilson,4
1908,11397,Ethel,Willoughby,4
1908,11405,Dorothéa,George,4
1908,11443,Percy Curall,Pace,4
1908,11448,Edith,Cheesman,4
